"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"já";-0,482944701248839;-0,478792943758085;0,763309345777588;-0,472404956497209;-0,468343806614553;0,74665094648213;NA;NA;NA;NA;NA;NA;NA;0,568927668042578;NA
"isso";0,111287032066195;0,381089380782325;0,66318056023104;0,143980546691325;0,493044484739793;0,858007423185918;NA;NA;NA;NA;NA;NA;NA;0,412090915001506;NA
"contra";0,827644285144554;0,892710855580893;0,542539066136072;0,620995497128561;0,669816044771813;0,407076232065072;NA;NA;NA;NA;NA;NA;NA;0,78062269333771;NA
"quando";0,651365561185739;-0,0956383043318535;0,155635522207428;0,962852727220216;-0,141373151483493;0,230061421633916;NA;NA;NA;NA;NA;NA;NA;0,423622992977202;NA
"essa";0,487523773485078;-0,502075774945165;0,874708732766258;0,435206712732891;-0,448197112511462;0,780842151480451;NA;NA;NA;NA;NA;NA;NA;0,6179395619074;NA
"agora";-0,65801545198641;-0,0123494876935951;-0,614681627341761;-0,730690741712471;-0,0137134413718728;-0,682570861890119;NA;NA;NA;NA;NA;NA;NA;0,52453090734621;NA
"até";-0,417212188056303;0,0925361328805027;0,0177665719719486;-0,975432436621296;0,216347336331794;0,041537833949057;NA;NA;NA;NA;NA;NA;NA;0,269409407183157;NA
"segundo";-1,17911296783966;-0,29152608541917;-0,0412222146884215;-0,970210638701277;-0,239876684632544;-0,0339189139059433;NA;NA;NA;NA;NA;NA;NA;0,764741523211279;NA
"dois";0,0773185929000057;-0,88387932711509;0,558852454850946;0,0737359089600871;-0,842923327383218;0,532957108858709;NA;NA;NA;NA;NA;NA;NA;0,580589512605778;NA
"povo";0,619452035348621;-1,12107392994572;0,73733909820231;0,419142624290544;-0,758557309052529;0,4989090792778;NA;NA;NA;NA;NA;NA;NA;0,838610685842934;NA
"algum";-0,144870602061823;0,0887149362864235;-0,00419044392807859;-0,852543068015763;0,522074892241936;-0,0246601717114946;NA;NA;NA;NA;NA;NA;NA;0,104595442785701;NA
"qual";-0,391893456791686;0,0461685582330365;-0,261316263939515;-0,828029369909059;0,0975492739692049;-0,552133590461663;NA;NA;NA;NA;NA;NA;NA;0,283872803648557;NA
"depois";0,0210442097685171;-0,416542566748005;0,392603091763881;0,0367398695881418;-0,727217593274823;0,68542304747814;NA;NA;NA;NA;NA;NA;NA;0,311932639490664;NA
"sempre";0,467640543040762;-1,0385061631845;0,616761418486145;0,36105293182663;-0,801803223689069;0,476185227512585;NA;NA;NA;NA;NA;NA;NA;0,732131110689529;NA
"porque";-0,41174662926956;0,306248552095073;0,30171192113267;-0,691690261492024;0,514464784947919;0,506843730557641;NA;NA;NA;NA;NA;NA;NA;0,3500093456867;NA
"qualquer";0,158094745642081;-0,463943495082184;0,680783307519997;0,188461482525378;-0,553057462701156;0,811547726603246;NA;NA;NA;NA;NA;NA;NA;0,451332757013249;NA
"hoje";-0,752884586503877;0,157660589615101;-0,594256361228418;-0,774552663663619;0,162198073689113;-0,611359105684322;NA;NA;NA;NA;NA;NA;NA;0,574505041581701;NA
"ela";0,807023285704769;0,617968048893562;1,18044084804067;0,518066992844194;0,396703359661422;0,757781654144988;NA;NA;NA;NA;NA;NA;NA;0,870731937608705;NA
"tanto";-0,243392524756332;0,431058072380312;-0,131336655947298;-0,475234369765085;0,841659420579555;-0,256440467835461;NA;NA;NA;NA;NA;NA;NA;0,296658223791415;NA
"sem";0,00538357773968643;0,0688548683390008;-1,21720091835846;0,00441581356898542;0,0564773607076721;-0,998394114725252;NA;NA;NA;NA;NA;NA;NA;0,632358784749943;NA
"quem";-1,18297899646363;0,145109918725688;0,331361011618808;-0,956289236742595;0,117303057650892;0,267863562949528;NA;NA;NA;NA;NA;NA;NA;0,772681428706902;NA
"nada";1,03071768852774;-0,658989695888277;0,846896346285946;0,692727950246646;-0,442895844659853;0,569184730759809;NA;NA;NA;NA;NA;NA;NA;0,870575577241355;NA
"assim";0,613255083187074;-0,481365334454479;1,07906380294264;0,460668047354539;-0,361594440497552;0,810576591537048;NA;NA;NA;NA;NA;NA;NA;0,733565893811233;NA
"além";-1,11880960839241;0,217410999016541;0,766935417766298;-0,814419373206126;0,158260823127527;0,558278242823002;NA;NA;NA;NA;NA;NA;NA;0,821513894074158;NA
"valor";-0,735881570772917;-0,528087422869147;0,291122489823901;-0,773477300623837;-0,555067079482919;0,305995756006461;NA;NA;NA;NA;NA;NA;NA;0,573823182727522;NA
"antes";0,228222441586887;-0,150447223504715;-0,105627726757454;0,778788888792252;-0,513387838638602;-0,360445271617916;NA;NA;NA;NA;NA;NA;NA;0,176449382935109;NA
"você";0,587750559590634;0,547256684271892;-0,249004473635842;0,699037699441419;0,65087654504967;-0,296152018166099;NA;NA;NA;NA;NA;NA;NA;0,50120455399;NA
"tudo";0,682194841824681;0,830017267738838;0,451025079186478;0,585463454313676;0,712325492539072;0,387072262429208;NA;NA;NA;NA;NA;NA;NA;0,679903086254139;NA
"primeiro";-0,0397868224061254;-0,827395477563866;0,497353878524272;-0,0411789984228598;-0,856346775268948;0,514756729509546;NA;NA;NA;NA;NA;NA;NA;0,535573281490113;NA
"cada";-1,38779289178408;0,902280307823684;0,0758627589737027;-0,837505210719727;0,544508091809499;0,0457816554013133;NA;NA;NA;NA;NA;NA;NA;1,01712923305112;NA
"tão";-0,117665776892287;-1,00848188368837;1,41241571775563;-0,0676441309476365;-0,579759743234291;0,811974698912009;NA;NA;NA;NA;NA;NA;NA;0,93182644993631;NA
"menos";-1,63051654424389;-0,0054709447034166;-0,577017005775334;-0,94270573863977;-0,00316310250631854;-0,333610379212308;NA;NA;NA;NA;NA;NA;NA;1,07462866917253;NA
"alguma";0,662158782407291;-0,602693672759605;1,18443465606261;0,445963457666177;-0,405913749630034;0,797715878171993;NA;NA;NA;NA;NA;NA;NA;0,818197840512953;NA
"2022";-0,50889537065402;-0,03785517724737;0,569448892795867;-0,665532926522274;-0,0495069681319424;0,744724770516652;NA;NA;NA;NA;NA;NA;NA;0,437512047502998;NA
"tipo";0,466322196718288;0,183707362671532;-1,14904247012168;0,371987569744084;0,146544290332295;-0,916596977371677;NA;NA;NA;NA;NA;NA;NA;0,673013997123654;NA
"nós";0,634807664447679;2,01057508253531;-0,463739987897716;0,294054846626926;0,931336183600172;-0,214813082218661;NA;NA;NA;NA;NA;NA;NA;1,23150079237536;NA
"eu";-0,215731928942211;-0,414556244499047;-1,02898532113945;-0,190890195380701;-0,366819704884347;-0,910496698190651;NA;NA;NA;NA;NA;NA;NA;0,598730809421361;NA
