"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"4";"***";"";""
"**";"classe";"1";"**";"";""
" 8";"11";" 72.73";"37.63";"levar";"8.550434e-10"
" 5";" 5";"100.00";"35.49";"expressão";"2.559743e-09"
" 8";"12";" 66.67";"33.30";"unido";"7.896263e-09"
" 9";"16";" 56.25";"29.30";"sociedade";"6.192133e-08"
" 4";" 4";"100.00";"28.31";"noção";"1.031150e-07"
" 4";" 4";"100.00";"28.31";"diretor";"1.031150e-07"
" 4";" 4";"100.00";"28.31";"coletivo";"1.031150e-07"
" 5";" 6";" 83.33";"27.99";"tentar";"1.219242e-07"
" 5";" 6";" 83.33";"27.99";"liberdade";"1.219242e-07"
" 5";" 6";" 83.33";"27.99";"inimigo";"1.219242e-07"
" 6";" 9";" 66.67";"24.76";"importante";"6.486691e-07"
" 3";" 3";"100.00";"21.18";"poderoso";"4.188756e-06"
" 3";" 3";"100.00";"21.18";"desinformação";"4.188756e-06"
" 3";" 3";"100.00";"21.18";"bruxelas";"4.188756e-06"
" 3";" 3";"100.00";"21.18";"acrescentar";"4.188756e-06"
" 4";" 5";" 80.00";"21.12";"apoiar";"4.309675e-06"
" 5";" 8";" 62.50";"18.70";"grupo";"1.528783e-05"
" 5";" 8";" 62.50";"18.70";"empresa";"1.528783e-05"
" 4";" 6";" 66.67";"16.37";"evento";"5.215737e-05"
" 4";" 6";" 66.67";"16.37";"confiança";"5.215737e-05"
" 8";"20";" 40.00";"14.64";"estado";"1.299840e-04"
" 3";" 4";" 75.00";"14.45";"funcionar";"1.442184e-04"
" 3";" 4";" 75.00";"14.45";"existir";"1.442184e-04"
" 3";" 4";" 75.00";"14.45";"rico";"1.442184e-04"
" 3";" 4";" 75.00";"14.45";"qualidade";"1.442184e-04"
" 3";" 4";" 75.00";"14.45";"liderança";"1.442184e-04"
" 4";" 7";" 57.14";"13.01";"baixo";"3.101571e-04"
" 6";"14";" 42.86";"12.27";"economia";"4.595072e-04"
" 3";" 5";" 60.00";"10.46";"número";"1.220165e-03"
" 3";" 5";" 60.00";"10.46";"aumento";"1.220165e-03"
" 3";" 5";" 60.00";"10.46";"vida";"1.220165e-03"
" 3";" 5";" 60.00";"10.46";"independente";"1.220165e-03"
" 3";" 5";" 60.00";"10.46";"civil";"1.220165e-03"
" 9";"29";" 31.03";" 9.91";"eleição";"1.647060e-03"
" 4";" 9";" 44.44";" 8.61";"meio";"3.339318e-03"
" 6";"17";" 35.29";" 8.48";"instituição";"3.598862e-03"
" 2";" 3";" 66.67";" 8.12";"judicial";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"grave";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"pressão";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"pequeno";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"pedir";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"ocorrer";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"nação";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"fogo";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"fator";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"energia";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"dúvida";"4.389451e-03"
" 2";" 3";" 66.67";" 8.12";"baseado";"4.389451e-03"
" 3";" 6";" 50.00";" 7.85";"europeu";"5.096043e-03"
" 3";" 6";" 50.00";" 7.85";"livre";"5.096043e-03"
" 3";" 6";" 50.00";" 7.85";"apoiador";"5.096043e-03"
" 5";"14";" 35.71";" 7.18";"americano";"7.384131e-03"
" 4";"10";" 40.00";" 7.11";"problema";"7.657661e-03"
" 3";" 7";" 42.86";" 6.01";"imprensa";"1.418545e-02"
" 3";" 7";" 42.86";" 6.01";"parlamentar";"1.418545e-02"
" 3";" 7";" 42.86";" 6.01";"institucional";"1.418545e-02"
" 4";"11";" 36.36";" 5.91";"sistema";"1.507408e-02"
" 2";" 4";" 50.00";" 5.20";"desigualdade";"2.257855e-02"
" 2";" 4";" 50.00";" 5.20";"resposta";"2.257855e-02"
" 2";" 4";" 50.00";" 5.20";"permitir";"2.257855e-02"
" 2";" 4";" 50.00";" 5.20";"ideologia";"2.257855e-02"
" 2";" 4";" 50.00";" 5.20";"definir";"2.257855e-02"
" 2";" 4";" 50.00";" 5.20";"apelo";"2.257855e-02"
" 2";" 4";" 50.00";" 5.20";"adversário";"2.257855e-02"
" 3";" 9";" 33.33";" 3.66";"congresso";"5.563325e-02"
" 3";" 9";" 33.33";" 3.66";"mostrar";"5.563325e-02"
" 2";" 5";" 40.00";" 3.51";"garantir";"6.115301e-02"
" 2";" 5";" 40.00";" 3.51";"resistência";"6.115301e-02"
" 2";" 5";" 40.00";" 3.51";"acontecer";"6.115301e-02"
" 2";" 5";" 40.00";" 3.51";"desenvolvimento";"6.115301e-02"
" 3";"10";" 30.00";" 2.88";"itália";"8.968602e-02"
"12";"64";" 18.75";" 2.78";"político";"9.545277e-02"
" 2";" 6";" 33.33";" 2.42";"argumento";"1.196950e-01"
" 3";"11";" 27.27";" 2.26";"passar";"1.324132e-01"
" 3";"11";" 27.27";" 2.26";"violência";"1.324132e-01"
" 3";"11";" 27.27";" 2.26";"movimento";"1.324132e-01"
" 3";"11";" 27.27";" 2.26";"aumentar";"1.324132e-01"
"*****";"*";"*";"*";"*";"*"
" 4";"  8";"50.00";"10.52";"nós";"0.001181227"
" 2";"  3";"66.67";" 8.12";"sim";"0.004389451"
" 2";"  3";"66.67";" 8.12";"quão";"0.004389451"
"10";" 38";"26.32";" 7.41";"muito";"0.006471153"
" 5";" 14";"35.71";" 7.18";"contra";"0.007384131"
" 2";"  4";"50.00";" 5.20";"algo";"0.022578547"
" 4";" 12";"33.33";" 4.93";"ela";"0.026453828"
" 9";" 39";"23.08";" 4.47";"sua";"0.034421240"
"29";"181";"16.02";" 4.13";"ser";"0.042161756"
" 6";" 24";"25.00";" 3.67";"todo";"0.055284993"
" 3";"  9";"33.33";" 3.66";"tudo";"0.055633253"
" 2";"  5";"40.00";" 3.51";"fim";"0.061153011"
" 8";" 37";"21.62";" 3.14";"dizer";"0.076529980"
"13";" 71";"18.31";" 2.73";"mais";"0.098512815"
"33";"226";"14.60";" 2.45";"que";"0.117359211"
" 5";" 22";"22.73";" 2.24";"isso";"0.134408287"
"*";"*";"*";"*";"*";"*"
"3";" 3";"100.00";"21.18";"*dia_26_03";"4.188756e-06"
"2";" 2";"100.00";"14.08";"*tit_131";"1.753634e-04"
"2";" 2";"100.00";"14.08";"*aut_117";"1.753634e-04"
"2";" 2";"100.00";"14.08";"*tit_04";"1.753634e-04"
"2";" 2";"100.00";"14.08";"*dia_29_01";"1.753634e-04"
"5";"10";" 50.00";"13.22";"*aut_03";"2.763149e-04"
"8";"24";" 33.33";"10.20";"*aut_120";"1.401302e-03"
"4";" 9";" 44.44";" 8.61";"*tit_71";"3.339318e-03"
"7";"23";" 30.43";" 7.23";"*tit_136";"7.187069e-03"
"1";" 1";"100.00";" 7.02";"*tit_03";"8.062680e-03"
"1";" 1";"100.00";" 7.02";"*tit_137";"8.062680e-03"
"3";" 8";" 37.50";" 4.68";"*tit_55";"3.059892e-02"
"7";"28";" 25.00";" 4.34";"*dia_15_01";"3.728493e-02"
"4";"13";" 30.77";" 4.12";"*dia_01_01";"4.248810e-02"
"2";" 5";" 40.00";" 3.51";"*aut_105";"6.115301e-02"
"2";" 5";" 40.00";" 3.51";"*dia_04_01";"6.115301e-02"
"2";" 5";" 40.00";" 3.51";"*aut_125";"6.115301e-02"
"2";" 5";" 40.00";" 3.51";"*tit_106";"6.115301e-02"
"2";" 5";" 40.00";" 3.51";"*tit_147";"6.115301e-02"
"1";" 2";" 50.00";" 2.59";"*tit_34";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*tit_138";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*aut_44";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*tit_48";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*aut_121";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*tit_51";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*tit_53";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*tit_117";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*tit_115";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*aut_112";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*dia_05_02";"1.078263e-01"
"1";" 2";" 50.00";" 2.59";"*dia_28_02";"1.078263e-01"
