*aut_52;2;4;0;0
*tit_32;1;0;1;0
*tit_33;0;0;0;0
*tit_30;1;1;0;0
*tit_36;4;0;0;0
*tit_37;1;1;0;0
*tit_34;0;0;1;1
*tit_35;0;0;2;0
*tit_38;3;0;0;0
*tit_39;2;0;1;0
*dia_15_03;3;1;1;0
*dia_15_01;2;16;3;7
*aut_54;0;1;1;0
*aut_48;0;0;1;0
*aut_49;0;2;3;1
*tit_138;0;0;1;1
*tit_139;0;2;0;0
*tit_134;1;1;2;0
*aut_41;3;0;0;0
*aut_42;0;1;1;0
*aut_43;0;8;4;2
*aut_44;0;0;1;1
*aut_45;0;1;4;1
*aut_46;1;1;0;0
*aut_47;0;3;2;1
*tit_47;0;5;2;0
*dia_19_02;3;0;0;0
*dia_19_03;1;0;1;0
*dia_06_03;2;1;1;0
*aut_51;0;0;2;0
*tit_08;0;0;4;0
*tit_131;0;0;0;2
*dia_08_02;1;1;0;0
*dia_08_03;13;1;1;0
*dia_06_02;0;0;1;0
*tit_46;0;0;1;0
*tit_45;3;0;0;0
*dia_06_01;1;2;2;0
*tit_43;1;0;0;0
*tit_42;1;0;0;0
*tit_41;1;1;0;1
*tit_40;4;3;1;0
*jor_01;63;72;76;26
*jor_02;44;35;25;19
*dia_18_01;0;3;2;2
*tit_49;0;1;4;1
*tit_48;0;0;1;1
*dia_07_01;0;4;3;1
*tit_129;2;0;0;0
*tit_128;0;1;1;0
*tit_127;0;2;1;0
*tit_126;0;0;2;0
*tit_125;0;1;0;0
*tit_132;1;0;1;0
*tit_123;1;0;0;0
*dia_11_03;9;0;1;0
*tit_121;2;0;0;0
*tit_120;1;0;0;0
*dia_07_02;0;3;1;1
*tit_07;0;1;4;1
*dia_23_03;0;0;1;0
*tit_06;0;0;1;0
*dia_01_03;0;2;0;0
*dia_01_02;0;2;0;0
*dia_01_01;0;7;2;4
*tit_05;2;0;0;0
*tit_133;0;2;0;0
*aut_121;0;0;1;1
*dia_27_03;1;1;0;0
*dia_27_02;2;0;1;1
*tit_02;0;0;1;0
*tit_54;1;3;9;2
*tit_55;0;4;1;3
*tit_57;0;0;2;0
*tit_50;1;1;0;0
*tit_51;0;1;0;1
*tit_52;0;0;1;0
*tit_53;0;0;1;1
*tit_58;2;4;0;0
*tit_59;0;1;1;0
*tit_113;3;0;0;0
*tit_110;1;1;0;0
*tit_111;4;0;0;0
*tit_116;0;2;0;0
*tit_117;1;0;0;1
*tit_114;2;0;0;0
