"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"167";167;0;0;0;0;0;0;0;0;0
"168";168;0;0;0;0;0;0;2;2;2
"169";169;0;0;0;0;0;0;0;0;1
"170";170;0;0;0;0;0;0;0;0;0
"171";171;0;0;0;0;0;0;3;3;3
"172";172;0;0;0;0;0;0;2;2;2
"173";173;0;0;0;0;4;4;4;4;4
"174";174;0;0;0;0;4;4;4;4;4
"175";175;0;0;0;0;0;0;0;0;1
"176";176;0;0;0;0;0;0;0;0;0
"177";177;0;0;0;0;4;4;4;4;4
"178";178;0;0;0;0;0;0;0;0;0
"179";179;0;0;0;0;0;0;0;0;0
"180";180;0;0;0;0;0;0;0;0;1
"181";181;0;0;0;0;0;0;3;3;3
"182";182;0;0;0;0;4;4;4;4;4
"183";183;0;0;0;0;0;0;2;2;2
"184";184;0;0;0;0;0;0;2;2;2
"185";185;0;0;0;0;0;0;0;0;1
"186";186;0;0;0;0;0;0;0;0;1
"187";187;0;0;0;0;0;0;2;2;2
"188";188;0;0;0;0;0;0;2;2;2
"189";189;0;0;0;0;0;0;0;0;0
"190";190;0;0;0;0;0;0;3;3;3
"191";191;0;0;0;0;0;0;2;2;2
"192";192;0;0;0;0;0;0;2;2;2
"193";193;0;0;0;0;0;0;3;3;3
"194";194;0;0;0;0;0;0;3;3;3
"195";195;0;0;0;0;0;0;0;0;1
"196";196;0;0;0;0;0;0;0;0;0
"197";197;0;0;0;0;0;0;0;0;1
"198";198;0;0;0;0;0;0;0;0;1
"199";199;0;0;0;0;0;0;2;2;2
"200";200;0;0;0;0;0;0;0;0;0
"201";201;0;0;0;0;0;0;3;3;3
"202";202;0;0;0;0;0;0;3;3;3
"203";203;0;0;0;0;0;0;2;2;2
"204";204;0;0;0;0;0;0;0;0;1
"205";205;0;0;0;0;0;0;3;3;3
"206";206;0;0;0;0;0;0;0;0;0
"207";207;0;0;0;0;0;0;0;0;1
"208";208;0;0;0;0;0;0;2;2;2
"209";209;0;0;0;0;0;0;2;2;2
"210";210;0;0;0;0;0;0;2;2;2
"211";211;0;0;0;0;0;0;2;2;2
"212";212;0;0;0;0;0;0;3;3;3
"213";213;0;0;0;0;0;0;0;0;1
"214";214;0;0;0;0;0;0;2;2;2
"215";215;0;0;0;0;0;0;3;3;3
"216";216;0;0;0;0;0;0;2;2;2
"217";217;0;0;0;0;4;4;4;4;4
"218";218;0;0;0;0;0;0;2;2;2
"219";219;0;0;0;0;0;0;2;2;2
"220";220;0;0;0;0;0;0;0;0;0
"221";221;0;0;0;0;0;0;3;3;3
"222";222;0;0;0;0;0;0;3;3;3
"223";223;0;0;0;0;0;0;0;0;1
"224";224;0;0;0;0;0;0;2;2;2
"225";225;0;0;0;0;0;0;3;3;3
"226";226;0;0;0;0;0;0;0;0;1
"227";227;0;0;0;0;0;0;2;2;2
"228";228;0;0;0;0;0;0;0;0;0
"229";229;0;0;0;0;0;0;2;2;2
"230";230;0;0;0;0;0;0;3;3;3
"231";231;0;0;0;0;4;4;4;4;4
"232";232;0;0;0;0;0;0;2;2;2
"233";233;0;0;0;0;0;0;3;3;3
"234";234;0;0;0;0;0;0;0;0;1
"235";235;0;0;0;0;0;0;0;0;1
"236";236;0;0;0;0;0;0;0;0;1
"237";237;0;0;0;0;0;0;3;3;3
"238";238;0;0;0;0;0;0;3;3;3
"239";239;0;0;0;0;0;0;0;0;1
"240";240;0;0;0;0;0;0;3;3;3
"241";241;0;0;0;0;4;4;4;4;4
"242";242;0;0;0;0;0;0;0;0;0
"243";243;0;0;0;0;0;0;2;2;2
"244";244;0;0;0;0;0;0;3;3;3
"245";245;0;0;0;0;0;0;3;3;3
"246";246;0;0;0;0;0;0;0;0;1
"247";247;0;0;0;0;0;0;0;0;1
"248";248;0;0;0;0;0;0;0;0;0
"249";249;0;0;0;0;0;0;0;0;0
"250";250;0;0;0;0;0;0;0;0;1
"251";251;0;0;0;0;0;0;2;2;2
"252";252;0;0;0;0;0;0;0;0;0
"253";253;0;0;0;0;0;0;0;0;0
"254";254;0;0;0;0;0;0;3;3;3
"255";255;0;0;0;0;0;0;3;3;3
"256";256;0;0;0;0;0;0;0;0;1
"257";257;0;0;0;0;0;0;0;0;1
"258";258;0;0;0;0;0;0;0;0;1
"259";259;0;0;0;0;0;0;0;0;0
"260";260;0;0;0;0;0;0;0;0;1
"261";261;0;0;0;0;0;0;2;2;2
"262";262;0;0;0;0;0;0;0;0;0
"263";263;0;0;0;0;0;0;0;0;1
"264";264;0;0;0;0;0;0;0;0;0
"265";265;0;0;0;0;0;0;3;3;3
"266";266;0;0;0;0;4;4;4;4;4
"267";267;0;0;0;0;0;0;2;2;2
"268";268;0;0;0;0;0;0;3;3;3
"269";269;0;0;0;0;0;0;0;0;1
"270";270;0;0;0;0;0;0;3;3;3
"271";271;0;0;0;0;4;4;4;4;4
"272";272;0;0;0;0;0;0;0;0;1
"273";273;0;0;0;0;0;0;0;0;0
"274";274;0;0;0;0;0;0;0;0;1
"275";275;0;0;0;0;0;0;0;0;1
"276";276;0;0;0;0;0;0;0;0;1
"277";277;0;0;0;0;0;0;3;3;3
"278";278;0;0;0;0;0;0;3;3;3
"279";279;0;0;0;0;0;0;3;3;3
"280";280;0;0;0;0;0;0;2;2;2
"281";281;0;0;0;0;0;0;3;3;3
"282";282;0;0;0;0;0;0;0;0;0
"283";283;0;0;0;0;0;0;0;0;0
"284";284;0;0;0;0;0;0;0;0;0
"285";285;0;0;0;0;0;0;2;2;2
"286";286;0;0;0;0;0;0;0;0;0
"287";287;0;0;0;0;0;0;3;3;3
"288";288;0;0;0;0;0;0;0;0;0
"289";289;0;0;0;0;0;0;3;3;3
"290";290;0;0;0;0;0;0;2;2;2
"291";291;0;0;0;0;0;0;2;2;2
"292";292;0;0;0;0;4;4;4;4;4
"293";293;0;0;0;0;0;0;2;2;2
"294";294;0;0;0;0;4;4;4;4;4
"295";295;0;0;0;0;0;0;0;0;1
"296";296;0;0;0;0;0;0;0;0;1
"297";297;0;0;0;0;0;0;0;0;1
"298";298;0;0;0;0;0;0;2;2;2
"299";299;0;0;0;0;0;0;0;0;0
"300";300;0;0;0;0;0;0;2;2;2
"301";301;0;0;0;0;0;0;0;0;1
"302";302;0;0;0;0;0;0;0;0;1
"303";303;0;0;0;0;0;0;3;3;3
"304";304;0;0;0;0;0;0;0;0;1
"305";305;0;0;0;0;0;0;0;0;1
"306";306;0;0;0;0;0;0;0;0;1
"307";307;0;0;0;0;0;0;0;0;1
"308";308;0;0;0;0;0;0;0;0;1
"309";309;0;0;0;0;0;0;0;0;0
