"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"veículo";0,830008609462162;1,80458212988332;0,802201014942933;2,10720858895893;0,276220498994888;0,600551091532203;0,266966344825419;0,701262855942799;0,108891866401422;0,390233089241395;0,0676580197577894;0,433217024599395;0,000340529703312453;0,00160969320346712;0,000318094543782775;0,00219485008108924;0,000494299083899031;1,34782727375993;0,000897962677070027
"tributário";-2,39167158708866;0,0618213925974501;-1,30898675780101;0,459519444983576;-0,864794383172062;0,0223537350892014;-0,473310968740024;0,166155686727824;0,817970102510571;0,000414335790459012;0,162977431485215;0,0186381302137544;0,00301593250141023;2,0150976511899e-06;0,000903418615750824;0,000111333616459771;0,000527252356158967;1,41704027182993;0,00105872438251517
"texto";-0,642826577777311;0,116096069500859;-0,902215738880566;-0,970504799443332;-0,435119980340954;0,078583744395795;-0,610696738648238;-0,656920612577524;0,267244054509034;0,00660839473541085;0,350157813862532;0,375989736893024;0,000136171491826563;4,44154002291844e-06;0,000268237408384567;0,000310380137659837;0,000329532722599354;0,666329686107887;0,000146310963747656
"terminar";-0,490476155900596;-0,738331104920973;0,0223249330640583;0,213592845751407;-0,537778237935729;-0,809536602015801;0,024477975169206;0,234191984344188;0,352563121186457;0,605681004809277;0,000485852045503369;0,0412700219587634;0,000110984513052737;0,000251494743521833;2,29935968773663e-07;2,10474742169176e-05;0,000461345811639096;0,442638129591908;9,0390799207827e-05
"teoria";0,804872011459343;0,29656504930485;-0,663148684108992;-1,20109768234267;0,497425186520714;0,183282463380131;-0,409837655164313;-0,742299682636037;0,341411209889289;0,0351402300442823;0,154158888734964;0,469289671331467;0,000320216315905198;4,34740139404806e-05;0,000217376018537281;0,000713093476502141;0,000494299083899031;0,738137553491059;0,000269317396629094
"tecnologia";0,741276822255338;0,696742902072002;-0,622203350515288;-0,835044163198494;0,509185742306395;0,478595230738295;-0,427393741967725;-0,573594869462123;0,342269190927077;0,229241167843189;0,16039627493942;0,268093366290316;0,000126752761170856;0,000111980317047189;8,93020189068462e-05;0,000160847929922992;0,000230672905819548;0,678962644665491;0,000106337965793123
"surgir";1,01359702354284;1,52751497544932;-0,075733508858084;2,10412597307981;0,363071149371058;0,547156912398377;-0,0271277948418773;0,753699367424486;0,185685390969582;0,319711734493737;0,000689518403478358;0,493913356133205;0,000473976964538614;0,00107645910509152;2,64607859669824e-06;0,00204253758479691;0,000461345811639096;1,26045057924463;0,000732956543796667
"silva";-2,04755483425894;-0,515387797400071;4,64242943661738;-0,443868571405819;-0,399967406440126;-0,100675360282403;0,906847733832328;-0,0867048629590047;0,222401207434419;0,0106825482212498;0,760465125217272;0,00645111912706158;0,0015197155734617;9,62851907598322e-05;0,00781235292340629;7,14167401140271e-05;0,00036248599485929;2,32657112950056;0,00196211248358534
"ruim";-1,55347706363945;-0,344984026333032;1,61476420449183;-0,462603000587802;-0,671390192825104;-0,149097078664737;0,697877603729119;-0,199930288663857;0,552243411093157;0,0206471144467644;0,396882271978796;0,0302272024812852;0,00119288752418136;5,88285005066318e-05;0,00128886678776847;0,000105780763273333;0,000494299083899031;1,1201828977535;0,000620251297248123
"rio";-0,128437922650986;1,00808219184486;0,0317789617323062;2,40207876682216;-0,0492402342634695;0,386476223367131;0,0121833449813786;0,920903411985548;0,00379302798531388;0,177146235330213;0,000154454843143653;0,818906281841331;4,34885651483576e-06;0,00026790475331569;2,66236712260826e-07;0,00152111840822985;0,000263626178079483;1,11750535531008;0,00032922117422967
"resolver";-0,769228463471057;-0,24940485438197;1,67863864921614;-0,305631360818566;-0,407395504159345;-0,132088737242305;0,889033455305185;-0,161867180220732;0,230164988908108;0,0183433610878344;0,729063956452301;0,0224276935517587;0,000292482911593312;3,07467778566986e-05;0,00139284965793294;4,61727387707482e-05;0,000494299083899031;0,859181819147407;0,000364888320546422
"recuperação";-1,32685996437498;-0,899229092170515;-2,09244289200917;0,326412405166064;-0,499581511677363;-0,338572450200065;-0,787834293863034;0,122898879445745;0,328977173873012;0,114550456098824;0,544183580430525;0,0122887895976374;0,000870241892701432;0,000399696645458615;0,00216419820881814;5,26651246851123e-05;0,000494299083899031;1,23962855398437;0,000759578998148055
"recuperar";-0,477732365522766;-0,593001250761994;0,286354456223967;-0,0243818889759142;-0,586949701106136;-0,728570915452724;0,351819710408668;-0,0299559826371736;0,415162732949891;0,484954273766841;0,0992155045440651;0,00066748873920566;0,000120333863082042;0,000185408545919878;4,3234099834877e-05;3,13439140596484e-07;0,000527252356158967;0,397305747517406;8,3227763532783e-05
"preferir";0,294775757905218;0,0735306943424033;0,0931409158458535;-0,192039772552591;0,793929711659367;0,198042754167553;0,250859639838378;-0,517227340312133;0,72697899420362;0,0342938470742984;0,0482771875755979;0,190449971146483;4,00876050972234e-05;2,49438746940826e-06;4,0022811198992e-06;1,70140987078598e-05;0,000461345811639096;0,185259376198127;1,58338664262331e-05
"perspectiva";0,389022092454293;0,537078798275543;-0,839198602137297;-0,420487091982113;0,338490597130087;0,467315678621923;-0,730192041680932;-0,365868493361318;0,159707610835544;0,230777592734869;0,4943439307478;0,11517086568179;6,48321508412216e-05;0,000123571385429458;0,000301697285302166;7,57438255060456e-05;0,00042839253937916;0,521627912850076;0,000116563759079821
"parlamentar";1,13670741813657;-0,754438236889349;0,228994085273517;0,462394254668654;0,779311523957052;-0,517232845269487;0,156995306553207;0,31701136591995;0,683485200298255;0,228254658335665;0,0184502764510164;0,0698098649150651;0,000468369514892037;0,000206318710409537;1,90081461145719e-05;7,75025675297033e-05;0,00036248599485929;0,736772657799373;0,000196769704148431
"pagar";-1,71922607082637;-0,858653349131637;-0,0950331007677702;0,239425273275795;-0,886696302769154;-0,44285319013887;-0,049013623351446;0,123484344616236;0,831178043644191;0,157182561605569;0,00168927558962926;0,00995011916061147;0,0015584199736949;0,000388735556040322;4,76176905900595e-06;3,02244573825554e-05;0,000527252356158967;1,01049768040216;0,000538380313503273
"olhar";1,29599486268985;1,23411074338862;-0,233624560192435;-1,36747834319042;0,572351400494455;0,545021460098772;-0,103175828906075;-0,603920715585567;0,417312676524268;0,286882345743042;0,00902016811792289;0,286784809614768;0,000664180854459301;0,000602265600849095;2,15832472649213e-05;0,000739470250745992;0,000395439267119225;1,07503314681765;0,000457007684738679
"medo";0,811898977858622;-0,948122753043686;0,665660320210674;0,213900402072035;0,567473856065081;-0,662686971366566;0,465260874863727;0,1495049129115;0,396222848314021;0,409642685067645;0,177159108674779;0,0169753579435565;0,000347554181900942;0,00047396652202683;0,000233627449761011;2,41235784652097e-05;0,000527252356158967;0,69116478185444;0,000251873066987884
"manifestação";0,107230668508921;0,027339996674321;1,05385077327783;0,458218965332573;0,0928826445725183;0,0236817622143568;0,912840031382389;0,396906872681033;0,0130606355086677;0,000643670695288727;0,839087285949904;0,147208407846141;5,30474618612608e-06;3,44844653467554e-07;0,000512371328436562;9,68662981172593e-05;0,000461345811639096;0,502789526723918;0,000116626979323985
"maia";-0,569623863936917;0,0689942640830916;-0,143437863175599;-1,05001196693936;-0,472667079909803;0,0572506164142945;-0,119023025944048;-0,871287391039745;0,317394218128706;0,00353011760096822;0,0133866804001638;0,665688983870163;0,000106923926173605;1,56864445935787e-06;6,77994483371182e-06;0,000363318108059006;0,000329532722599354;0,541798793659617;9,67329904471814e-05
"legal";-1,21131297420439;0,0819864769793311;-0,00927634062454819;-0,195215094500801;-0,985036543659152;0,0666711887268898;-0,00754349594299658;-0,158748404460429;0,980831057130924;0,00340648484212119;3,82611013469422e-05;0,0157241969256085;0,000725274725569704;3,32257088618717e-06;4,25346810366983e-08;1,88372107300584e-05;0,000494299083899031;0,655403306829325;0,000212327898867799
"lançar";0,093662825553869;-1,33464202634395;-0,215062510834292;-0,154479107737234;0,0686740037927738;-0,97856551985425;-0,157684797542471;-0,113264774662917;0,00624530481159351;0,961367113498575;0,0219013645515056;0,0104862171383278;4,0472598850024e-06;0,000821781148710499;2,13381127637546e-05;1,10094617472513e-05;0,000461345811639096;0,63509661668212;0,000186082777805808
"jogo";0,905115655725878;0,120180019526068;0,292126976134305;-1,80084197793936;0,443660287402854;0,0589086065031718;0,143191798053623;-0,88271820782832;0,283599221144761;0,00379054764999777;0,0196500123451751;0,692960218860067;0,000404946788822292;7,13927886374785e-06;4,21825793442495e-05;0,00160302766238148;0,000494299083899031;0,910753657191633;0,000410007360486358
"imaginar";0,824002104152903;0,740791046372184;0,342037066430413;-2,2935371020826;0,320619682182246;0,288242212798076;0,133086814925314;-0,892416576410176;0,153623823379871;0,094131269822876;0,0176064134103718;0,734638493386881;0,000313244333588538;0,00025317337512004;5,39725488490251e-05;0,00242682311147474;0,000461345811639096;1,12654462484346;0,000585495257519659
"ideologia";1,02659152102274;1,60449539331575;-0,217692200045885;0,297245177700209;0,529139942718529;0,827011117007297;-0,112205912384502;0,153210203942609;0,340880711709007;0,631283693106106;0,0101956622457653;0,0176399329391236;0,000555666065266349;0,00135736134827468;2,49864332489647e-05;4,6585221467622e-05;0,000527252356158967;0,942205907364949;0,000468069318855022
"frança";1,22877636853405;-1,92914476334252;-0,56773034399242;-0,119528261738626;0,520738284176952;-0,817544640112519;-0,240596200233332;-0,0506544099661377;0,331513691643441;0,619478082414313;0,0470719948559875;0,00193623108626089;0,000696582056750414;0,00171694435019594;0,000148699940975961;6,59125008105197e-06;0,000461345811639096;1,14359297683874;0,00060335031152206
"enorme";-0,275423844745567;-1,04686817905365;-0,939574463227934;-0,149757633105381;-0,191109080434982;-0,726393225758669;-0,651945047944409;-0,10391272976865;0,0503121216194492;0,551053920653208;0,389452583147833;0,00918137457951068;3,49969063323674e-05;0,000505604092150911;0,000407276161843434;1,03467633766086e-05;0,000461345811639096;0,657982865832463;0,000199735725440171
"eletrobras";-2,36128075071777;-0,31352291703821;1,39052425502466;-0,103123567851421;-0,855506429991822;-0,113591266686288;0,503795425796605;-0,0373622981315421;0,803077888871622;0,0107335043723942;0,185243156925992;0,000945449829993302;0,00257230129084374;4,53487337083662e-05;0,000892038748216126;4,90616830718033e-06;0,000461345811639096;1,4119462238238;0,000919735383430564
"definir";1,16033756336142;-0,559581033531203;0,0712229175151802;-0,630212866779361;0,808101303301695;-0,389712594660374;0,0496022315284117;-0,438903173595934;0,734804536474079;0,129559611598052;0,00184147261993433;0,133794379307936;0,0005767805441349;0,00013414295558367;2,17310853924287e-06;0,000170143918371627;0,00042839253937916;0,725350310346588;0,000225391483073835
"decidir";0,0805232652253871;0,297685541687039;-1,1021574275951;-0,737277591039569;0,0591470777510136;0,218660157784619;-0,809572126532095;-0,541555473182039;0,00532703500164007;0,0551948833182527;0,663823588171645;0,275654493508464;2,77769561567437e-06;3,79627253174578e-05;0,000520390263548397;0,000232864865261927;0,00042839253937916;0,591191206852178;0,00014972620970709
"curto";-1,62772407796291;0,082298554659921;-1,69830156673459;0,182982213576781;-0,689443206517416;0,0348585980785485;-0,71933719827282;0,0775044405695063;0,576759379232619;0,00111778440555008;0,417623887500507;0,00449894886132334;0,00130963834145202;3,34791344779148e-06;0,00142567136273635;1,65503643736202e-05;0,000494299083899031;1,14850481100201;0,00065201178123711
"cultura";1,33960331198945;0,711513360724925;-0,2073533866488;-0,651994150643079;0,805052379422472;0,42759339195109;-0,124611768132325;-0,391824533163651;0,726731125845588;0,155427547905963;0,011581537646968;0,106259788601481;0,00088703801167852;0,000250239535271573;2,12526001555691e-05;0,000210124747482102;0,000494299083899031;0,842051581258155;0,000350483193254149
"citar";-1,16335288421861;0,280167671973811;0,651475496027238;1,17649591968061;-0,646262596379458;0,155637975001022;0,361905876756343;0,653563779311311;0,530832005361433;0,0233405314705874;0,110726851134314;0,335100612033667;0,000535183523318961;3,10395799456502e-05;0,000167832461052107;0,00054734435471896;0,000395439267119225;0,85562267392466;0,000289497196388579
"chinês";1,55932899696971;-2,36063834980622;-0,385797357960905;0,0759952270694428;0,545916644393255;-0,826452768502756;-0,135066557142907;0,0266057127343086;0,359753814432835;0,625071004802844;0,0146477532963148;0,000527427468007669;0,000320504438250914;0,000734543388726795;1,96190076332452e-05;7,61256776818845e-07;0,000131813089039742;1,3931068097762;0,000255815802207187
"chefe";1,32540652855881;-2,06122978155402;-0,0183715585210159;0,443618875754149;0,532188532792927;-0,827642560646738;-0,00737670485526434;0,17812563430147;0,344490666492323;0,631644336165383;4,40244431059045e-05;0,0238209728991914;0,000926225514240466;0,00224012032550727;1,77955137410459e-07;0,000103762054663086;0,000527252356158967;1,21006789731056;0,000772036810704062
"buscar";-0,179742101742278;0,257663358718773;0,660783334395136;0,755542045723003;-0,170898281037017;0,244985591380259;0,628270922012231;0,718367236243802;0,04453579113462;0,0693833728025524;0,400359670910107;0,485721165152723;1,27755446406373e-05;2,62533736609395e-05;0,000172662472160161;0,000225734047131866;0,000395439267119225;0,456398904912991;8,23699836838243e-05
"bolsa";-1,86403108886431;-0,0267870653864173;1,69718290862396;-0,0441164703942062;-0,739269768737147;-0,0106236788386554;0,673098224519155;-0,0174964747426474;0,644366844046971;0,000100882932616608;0,355309486652699;0,000222786367715247;0,0018319973111462;3,78328278925035e-07;0,00151871341215332;1,02617173138753e-06;0,000527252356158967;1,24433100441813;0,000816376272882743
"antigo";1,17103513424226;-0,543877822866446;-0,0209879916202336;-1,32395213177786;0,633184759958571;-0,294077554676714;-0,0113483157315081;-0,715867772232853;0,512105150314276;0,08374570324221;0,000109416716639897;0,404039729726876;0,000632654254228463;0,000136467514891031;2,03220888799642e-07;0,000808669658648523;0,000461345811639096;0,876879096592654;0,000354736614399792
"ameaçar";-0,573445939810615;-0,851810096043009;2,06700318436027;0,750269915785106;-0,2362877372936;-0,350987366419087;0,851706275176444;0,309147852400647;0,0808309332426051;0,135213089199678;0,698550071145154;0,0854059064125655;0,000151709070137544;0,000334743496872444;0,00197110097865212;0,000259693839433555;0,000461345811639096;1,08081919610522;0,000538930398911667
"amazônia";1,60425745917564;-2,94002704374746;-0,387740271432266;0,544612050149124;0,469725214976069;-0,860837409395232;-0,113530020578486;0,159461943512676;0,273507544394383;0,696408986029628;0,0106273654913227;0,0194561040846697;0,00127214888057108;0,00427260216402481;7,43141689631421e-05;0,00014661023784072;0,000494299083899031;1,64376139285566;0,00133557215941612
"agir";-0,177648509667114;0,880913888205639;-0,130094159773697;-1,22464912999588;-0,116525071353374;0,577818265245725;-0,085332724032942;-0,803284685714617;0,0202709721322126;0,377884339193107;0,00723085515142358;0,594613833523259;1,35196371459272e-05;0,00033243658536995;7,25032542324902e-06;0,000642488347419621;0,00042839253937916;0,668611194978961;0,000191508999231053
"administração";-0,579260711609841;0,315910113242519;2,60570805108442;0,105260705420935;-0,215338012366836;0,1174384081447;0,968662264301315;0,0391302752480514;0,0680028010049359;0,0153336749615418;0,915277497898804;0,00138602613472004;0,000176915822587354;5,26193631576624e-05;0,00357989294008366;5,84185914754522e-06;0,000527252356158967;1,19030987488832;0,000747030961975433
"aceitar";0,377577581481861;0,169230812310927;0,230218660614709;1,37397870466814;0,259810668514943;0,116447513401801;0,158413176662068;0,945433053477711;0,104459675680187;0,0159087365739243;0,02583092386676;0,85380066387913;7,04696648838519e-05;1,41562649947684e-05;2,61981636930224e-05;0,000933146451368322;0,000494299083899031;0,626009937772727;0,000193710097965241
"via";-0,0417017499676211;0,218323388846212;1,40594569889378;1,38554927408733;-0,0209935005901903;0,109908389843448;0,707781373261778;0,697513402336229;0,00068529750861067;0,0142400548011953;0,518119942806666;0,46695470488353;8,59603877131413e-07;2,35608163105324e-05;0,000977072748420516;0,000948929080071802;0,000494299083899031;0,853618988745509;0,000360178628788096
"velho";0,678682901763354;1,10210868418032;0,0405518670156011;-0,268608459720797;0,513175507930869;0,833342319851847;0,0306626627828799;-0,20310410413111;0,322762005274651;0,645264805088377;0,000766466041457251;0,0312067235955147;0,000182143471091779;0,000480317755913402;6,50281652323601e-07;2,85311426745847e-05;0,000395439267119225;0,640140153069701;0,000162042871774375
"torno";0,850938773783624;-0,138428212946388;-0,552512808587706;0,321933879047616;0,792756560053384;-0,128963301815203;-0,514735215994282;0,299921924327926;0,720029479521011;0,0144458604838091;0,201911462037718;0,0636131979574642;0,00035792038327706;9,47194200530413e-06;0,0001508948808674;5,12298601851868e-05;0,000494299083899031;0,537368912224936;0,000142736446892083
"the";0,705699547588376;-0,289299515394403;-0,155695028664743;-1,31558109301965;0,46165580677746;-0,189254480375029;-0,101852855531922;-0,860629219551965;0,302578703775265;0,0385509098439872;0,00979649661362987;0,649073889767119;0,000180522321430529;3,03379788335135e-05;8,7870019594038e-06;0,000627373945014781;0,00036248599485929;0,687464099961633;0,000171313378240843
"teto";-2,77958197266288;-0,0443697432223954;-2,94534932043229;0,351203103554442;-0,683737540300353;-0,0109143243095563;-0,7245139447168;0,0863909568171919;0,569183070747383;0,000109953073183369;0,425098176823462;0,00560879935597053;0,00280059432446706;7,13616794629748e-07;0,00314459595376921;4,47103347857705e-05;0,00036248599485929;1,9742532562841;0,00141285293348158
"superar";0,167665090152415;-0,0509070594191403;0,663514525157796;-1,36994194164138;0,109426310762171;-0,0332243981076996;0,433041526767018;-0,894090072631752;0,0189772893648386;0,00132631123579308;0,197684389741265;0,782012009658104;1,11164235638901e-05;1,0247922093339e-06;0,000174092740431836;0,000742137055348902;0,000395439267119225;0,65219117922211;0,000168201410764566
"relevante";0,197923015115026;1,01766167790163;0,457278176373725;-1,36863034043269;0,111392205117276;0,572745813815182;0,257358773504299;-0,770272984789586;0,0184815717828814;0,370419369388637;0,0656190408845999;0,545480017943884;1,29089566704748e-05;0,000341275716954315;6,89063898331509e-05;0,000617263892688623;0,000329532722599354;0,780146582539725;0,000200563069349638
"reforçar";1,03826288241903;0,5850905166116;-0,0994487018901725;2,99652139811159;0,321807007222822;0,181347355562349;-0,0308238786817718;0,928764380903922;0,156537565321244;0,0376869139368711;0,000955267002640078;0,804820253739247;0,000426279501618301;0,000135371085202199;3,91091187278998e-06;0,00355070473446541;0,000395439267119225;1,40620100770413;0,000781942110618113
"reeleição";-0,578545595506051;0,650369359510818;1,87401764004518;-0,393785777937828;-0,275039739222901;0,309184652735896;0,890905275264088;-0,187205189210666;0,108424243949906;0,103875207413657;0,756695566488761;0,0310049821476787;0,000143389411422687;0,000181201606448186;0,00150448980088337;6,64296482494994e-05;0,00042839253937916;0,941507435607595;0,000379742676694031
"provocar";-0,336197294743735;-0,648137031256737;-1,30018238649222;1,49403771882675;-0,159270237086952;-0,307048689109113;-0,615948909139027;0,707786009627969;0,0385273987430482;0,108556409287408;0,383276715828;0,469639476141544;5,21452808904659e-05;0,000193802891913536;0,000779893209451806;0,0010297924561352;0,000461345811639096;0,917822572837118;0,000388636915999831
"promover";-1,39420539120876;0,065553827089687;-0,922772777161888;0,095942717044813;-0,831887806238764;0,0391143440931003;-0,550595648310123;0,0572466416428059;0,77161784643884;0,00129325864642225;0,224833446040162;0,00225544887457496;0,0008327131334404;1,84093307847359e-06;0,00036478035910907;3,94335544721655e-06;0,00042839253937916;0,850501315604599;0,000309878809134218
"profundo";0,691919576907894;1,1628071116269;-0,740741788573809;-2,46686369325951;0,237816753538932;0,399663517998571;-0,254597229574695;-0,847875294374178;0,085111390842336;0,182235234052441;0,0648832750585464;0,667770100046678;0,000220870553374995;0,000623795073614358;0,000253139707465675;0,00280748140564515;0,000461345811639096;1,27089929442273;0,000745158842414111
"produção";-1,08252769527207;-0,474258305334858;-1,91986318103971;-0,160551609679284;-0,478955237792784;-0,209831582507245;-0,849427252919734;-0,0710347039875312;0,30757872669611;0,0447557348951706;0,643489468087486;0,00417607032123241;0,000193084131521628;3,70594048934113e-05;0,000607308151636447;4,24715273357433e-06;0,000164766361299677;1,04594833416811;0,000180255703840545
"preparar";-1,044361662232;-0,253866207495568;0,210200032838124;1,01568310454005;-0,699209641559104;-0,169965737317072;0,140730835812514;0,680009086072065;0,604026357713536;0,0270585411988812;0,0162757956619551;0,352639305425629;0,000395360314273378;2,33615159951891e-05;1,60161007004755e-05;0,000373944963333859;0,00036248599485929;0,720066057363694;0,000187947221928433
"pobre";-0,427102948964276;1,33524901506672;-0,631332979481464;1,06070860176341;-0,228656025242025;0,714845760802797;-0,337993661815038;0,567866397100278;0,0731524043124419;0,542036506054596;0,106317079651236;0,278494009981728;8,41572861726662e-05;0,00082252880285089;0,000183883827645594;0,000519061435773029;0,000461345811639096;0,846189498966554;0,000330340517836214
"orçamento";-2,72729431991974;-0,0780138899493725;-2,40336512350017;0,294412269628709;-0,747637199254078;-0,0213860622810893;-0,658838012676048;0,0807076680663207;0,656018893094761;0,000406945956663837;0,338855439360673;0,00471872158789986;0,00343155210915873;2,80782766593486e-06;0,00266480903038285;3,99888019215379e-05;0,000461345811639096;1,80436003083559;0,00150201053490669
"organizar";0,82536038789878;0,709825721928809;-0,0997583566730062;-1,02814876349785;0,549981957893268;0,472995004404409;-0,0664743512332984;-0,685110744645325;0,395526900535878;0,221785315708535;0,00384335035992392;0,378844433395664;0,000336726308201621;0,000249053856609646;4,91913088682135e-06;0,000522518559224684;0,000494299083899031;0,703242278640333;0,000244455464872099
"norma";-0,392401069111388;1,52468660690218;0,988662012009317;2,38069800369997;-0,129909749857249;0,504768389550782;0,327310103829092;0,78816268988942;0,0253884001953517;0,290587335191446;0,107199630204884;0,576824634408321;5,58150856599672e-05;0,000842660045539303;0,000354312868710651;0,0020544702047397;0,00036248599485929;1,31965946825388;0,000631269763187022
"negativo";-1,60080926789637;0,17725525715138;0,918166502014323;-0,165057093201311;-0,860068197873107;0,09523408730764;0,493304120966669;-0,0886803690750591;0,809928378648389;0,00752846135662299;0,177228248539082;0,00531491145590792;0,0011822403074725;1,44952206758461e-05;0,000388928232910336;1,2568833329761e-05;0,000461345811639096;0,953159642477087;0,000419138807640502
"navalni";-0,0967108629274375;-1,25913705698872;0,806106104486962;1,02478113615006;-0,0532798751003783;-0,693682830448449;0,444099362415396;0,564571644658634;0,00408116455761362;0,524469383454591;0,188599540664695;0,282849911323103;2,15748161395859e-06;0,000365714851973093;0,000149892880835629;0,000242247236507715;0,000230672905819548;0,811208642704643;0,000151796488301291
"mão";0,403441030636622;0,872500921019186;1,13239685563606;-0,522843455143331;0,25620026781957;0,554070986000613;0,719114704902952;-0,332025309929573;0,0923974939378613;0,327621497517767;0,484194657923884;0,0957863506204869;8,0454424900056e-05;0,000376289061414682;0,000633850905549877;0,00013512420677497;0,000494299083899031;0,711212420295374;0,000250027898297504
"máquina";-0,311315055448643;0,227062323668283;-0,27310413393721;-0,00927023211197484;-0,659030338193812;0,480673701252675;-0,578140718223179;-0,0196243776102815;0,521990938222735;0,210520024323966;0,267203341463288;0,000285695990011063;2,23561407184783e-05;1,18928719372398e-05;1,7204938898542e-05;1,98233844285648e-08;0,000230672905819548;0,230896848878472;1,22979464757812e-05
"marcar";0,738448223170328;0,818438569095314;-0,561744592626011;-0,306042657196361;0,579399383831269;0,642161207459758;-0,440754626560981;-0,240126418402601;0,412848905867314;0,384471146782279;0,158910085206244;0,0437698621441644;0,000251574536882878;0,000309028658780696;0,000145580894444865;4,32106212460729e-05;0,000461345811639096;0,615848438639417;0,00017497430274977
"lógica";-0,648173219796822;0,569447593358088;0,840624762181654;-0,954366860762363;-0,421758196779231;0,370532417569279;0,546984005258409;-0,620994564365314;0,247396724758576;0,144763755882634;0,276782582631418;0,331056936727374;0,00020766914397043;0,00016028664152507;0,00034929644308622;0,000450215566263136;0,000494299083899031;0,69830230326466;0,000241033137849171
"literatura";1,26767456941801;1,4856989211251;-0,312848442041452;-2,40753998672637;0,406849167931227;0,476822194306202;-0,100405996462941;-0,772679096032092;0,232116692747003;0,241709084665057;0,00940332468488762;0,516770897903054;0,000741382172124433;0,00101832920250616;4,5153828103496e-05;0,00267407510141732;0,000461345811639096;1,40995078915355;0,000917137586162459
"listar";0,546807711678233;-2,71273159913726;-1,0288078880863;0,89793137614018;0,177196849978842;-0,879079581247837;-0,333392366473337;0,290980920625411;0,0422333799866653;0,788026406480243;0,0994438134476763;0,0702964000854169;0,000118235816338543;0,00291000305633341;0,000418550980263066;0,000318835071346601;0,000395439267119225;1,42579167536716;0,000803881329287402
"isolamento";0,421649205614031;1,07256826965864;-0,744272348087534;-0,358112016490241;0,297380583747065;0,756460521905108;-0,524920105135149;-0,252569100315559;0,118719137185612;0,582382864780508;0,246039336822704;0,0528586612111783;8,20217734241486e-05;0,000530733464150111;0,000255558511625527;5,91649320821818e-05;0,000461345811639096;0,655752997517278;0,000198384232272475
"investigação";1,49364375383834;-1,27496216135934;-0,214014804264893;0,954692099915827;0,68077834709151;-0,581106860711562;-0,0975444407852661;0,435133014878433;0,549991655496841;0,303806581517599;0,00751055965386282;0,138691203331699;0,00036758908313786;0,000267832418259093;7,54668431499053e-06;0,000150174158973455;0,000164766361299677;1,07924076397829;0,00019191337023536
"insumo";-2,5965751880619;-0,162124256766814;-1,04840463116987;0,152435184814377;-0,924353948343358;-0,057714560916102;-0,373221220297755;0,0542653513741655;0,898052923034756;0,00265421843587025;0,0973824300624336;0,00191042846693993;0,000888710565775875;3,46461143243815e-06;0,000144882656120535;3,06287294132911e-06;0,000131813089039742;1,46824760556932;0,000284156202630995
"iniciativa";-2,04964343522506;0,244973753750299;-0,466146354425519;0,688287521931296;-0,921052489577162;0,11008435998918;-0,209473146827511;0,309297180536235;0,89699013348997;0,00971428158643168;0,0308601646974079;0,0624354202261901;0,00207656933939952;2,96639458379252e-05;0,000107407445994959;0,000234169106066528;0,000494299083899031;1,15966846290673;0,00066474870354929
"importância";1,07426866523033;0,57466809780117;-0,199030102356672;1,6199394791323;0,527457647538246;0,282157613632429;-0,097722248610722;0,795377817926259;0,378309356199061;0,0820721824815245;0,0086373679252681;0,530981093394148;0,000532417594125766;0,000152356419851902;1,82752831680453e-05;0,00121066548555723;0,000461345811639096;0,935920006392567;0,000404114137518028
"impeachment";0,721603662496443;-1,59951009342397;0,27091051586731;1,00766262285479;0,353458961488679;-0,783478806851373;0,132698536012895;0,493577572726038;0,16604945448444;0,618521079926177;0,0155673375774406;0,199862128011946;0,000240228229097605;0,00118032213621275;3,38593259904069e-05;0,000468443137842892;0,000461345811639096;0,948919488431618;0,00041541800360359
"gás";-1,80012613558677;-0,0743953857187143;-0,858067207161401;0,296155630000943;-0,892291999476116;-0,0368765311288091;-0,425329363774479;0,146799323683789;0,855333413785948;0,00110754684182216;0,129269120536355;0,0142899188358741;0,00160175349503521;2,73578399932591e-06;0,000363942199304241;4,33540617451667e-05;0,000494299083899031;1,04300065728398;0,000537723441851383
"gostar";0,313662468530818;0,0773807793831148;-0,500235716372556;-0,815736514502293;0,310566982666803;0,0766171205690753;-0,495298968294407;-0,807686138372721;0,144660756876963;0,00667470936701476;0,244735874846972;0,603928658909052;4,86311923308739e-05;2,95975664895124e-06;0,000123691312826121;0,000328919492400489;0,000494299083899031;0,441912771792844;9,65301347164209e-05
"frio";0,825152118149306;-1,14475665558378;-0,776692238795693;-0,576865881117007;0,48227560190568;-0,669074456653465;-0,453952318271678;-0,33716006287245;0,298494547182389;0,435547232604483;0,175909346918589;0,0900488732945427;0,000291682206390355;0,000561394628832262;0,000258428156576519;0,000142558003768527;0,00042839253937916;0,809310512512489;0,000280590047242535
