%%MatrixMarket matrix coordinate integer general
2715 1959 35054
25 1 1
27 1 1
29 1 1
111 1 1
115 1 1
119 1 1
126 1 1
136 1 1
152 1 1
158 1 1
159 1 1
208 1 1
214 1 1
217 1 1
220 1 1
223 1 1
287 1 1
292 1 1
293 1 1
295 1 1
298 1 1
300 1 1
302 1 1
305 1 1
309 1 1
313 1 1
317 1 1
319 1 1
325 1 1
326 1 1
328 1 1
332 1 1
339 1 1
344 1 1
348 1 1
352 1 1
364 1 1
368 1 1
376 1 1
377 1 1
391 1 1
394 1 1
412 1 1
423 1 1
425 1 1
427 1 1
428 1 1
435 1 1
450 1 1
458 1 1
459 1 1
461 1 1
471 1 1
474 1 1
477 1 1
503 1 1
505 1 1
514 1 1
520 1 1
521 1 1
524 1 1
531 1 1
532 1 1
534 1 1
535 1 1
536 1 1
537 1 1
541 1 1
542 1 1
551 1 1
552 1 1
555 1 1
556 1 1
560 1 1
561 1 1
562 1 1
567 1 1
568 1 1
569 1 1
572 1 1
581 1 1
607 1 1
611 1 1
612 1 1
613 1 1
614 1 1
619 1 1
623 1 1
627 1 1
628 1 1
630 1 1
632 1 1
634 1 1
637 1 1
641 1 1
643 1 1
647 1 1
649 1 1
659 1 1
670 1 1
678 1 1
681 1 1
682 1 1
684 1 1
686 1 1
693 1 1
695 1 1
706 1 1
710 1 1
711 1 1
712 1 1
717 1 1
718 1 1
720 1 1
722 1 1
723 1 1
726 1 1
727 1 1
728 1 1
729 1 1
730 1 1
733 1 1
737 1 1
744 1 1
747 1 1
749 1 1
750 1 1
751 1 1
769 1 1
791 1 1
806 1 1
814 1 1
817 1 1
831 1 1
844 1 1
861 1 1
866 1 1
867 1 1
872 1 1
873 1 1
876 1 1
878 1 1
884 1 1
885 1 1
886 1 1
888 1 1
914 1 1
925 1 1
953 1 1
970 1 1
1018 1 1
1039 1 1
1082 1 1
1084 1 1
1085 1 1
1088 1 1
1091 1 1
1103 1 1
1104 1 1
1106 1 1
1109 1 1
1112 1 1
1115 1 1
1117 1 1
1142 1 1
1260 1 1
1266 1 1
1279 1 1
1303 1 1
1304 1 1
1349 1 1
1351 1 1
1374 1 1
1375 1 1
1376 1 1
1377 1 1
1408 1 1
1458 1 1
1474 1 1
1476 1 1
1477 1 1
1478 1 1
1480 1 1
1556 1 1
1558 1 1
1571 1 1
1574 1 1
1575 1 1
1576 1 1
1578 1 1
1579 1 1
1586 1 1
1861 1 1
1862 1 1
1867 1 1
1869 1 1
1873 1 1
1875 1 1
1877 1 1
1878 1 1
1881 1 1
1883 1 1
1886 1 1
1888 1 1
1891 1 1
1894 1 1
1900 1 1
1904 1 1
1905 1 1
1906 1 1
1911 1 1
1912 1 1
1921 1 1
1922 1 1
1946 1 1
1948 1 1
1954 1 1
1956 1 1
1959 1 1
1960 1 1
1961 1 1
1963 1 1
1968 1 1
1976 1 1
1980 1 1
1982 1 1
2015 1 1
2027 1 1
2028 1 1
2039 1 1
2042 1 1
2044 1 1
2047 1 1
2049 1 1
2057 1 1
2066 1 1
2068 1 1
2073 1 1
2076 1 1
2079 1 1
2082 1 1
2096 1 1
2100 1 1
2117 1 1
2127 1 1
2130 1 1
2132 1 1
2134 1 1
2135 1 1
2138 1 1
2141 1 1
2142 1 1
2145 1 1
2146 1 1
2150 1 1
2152 1 1
2155 1 1
2157 1 1
2160 1 1
2161 1 1
2167 1 1
2168 1 1
2169 1 1
2177 1 1
2178 1 1
2179 1 1
2181 1 1
2184 1 1
2185 1 1
2186 1 1
2188 1 1
2189 1 1
2191 1 1
2202 1 1
2203 1 1
2204 1 1
2207 1 1
2215 1 1
2216 1 1
2241 1 1
2264 1 1
2266 1 1
2270 1 1
2272 1 1
2274 1 1
2278 1 1
2281 1 1
2282 1 1
2285 1 1
2287 1 1
2298 1 1
2305 1 1
2307 1 1
2309 1 1
2314 1 1
2316 1 1
2320 1 1
2324 1 1
2328 1 1
2329 1 1
2332 1 1
2333 1 1
2337 1 1
2341 1 1
2348 1 1
2378 1 1
2382 1 1
2384 1 1
2386 1 1
2389 1 1
2393 1 1
2394 1 1
2400 1 1
2442 1 1
2443 1 1
2446 1 1
2454 1 1
2455 1 1
2554 1 1
2561 1 1
2567 1 1
2570 1 1
2575 1 1
2577 1 1
2581 1 1
2585 1 1
2589 1 1
2590 1 1
2604 1 1
2605 1 1
2606 1 1
2608 1 1
2611 1 1
2612 1 1
2614 1 1
2616 1 1
2619 1 1
2633 1 1
2635 1 1
2636 1 1
2638 1 1
2640 1 1
2642 1 1
2643 1 1
2650 1 1
2653 1 1
2659 1 1
2660 1 1
2665 1 1
2672 1 1
2687 1 1
16 2 1
27 2 1
58 2 1
68 2 1
72 2 1
74 2 1
78 2 1
82 2 1
84 2 1
93 2 1
109 2 1
111 2 1
113 2 1
114 2 1
116 2 1
123 2 1
133 2 1
151 2 1
158 2 1
171 2 1
200 2 1
211 2 1
218 2 1
221 2 1
227 2 1
232 2 1
233 2 1
243 2 1
251 2 1
266 2 1
267 2 1
275 2 1
286 2 1
294 2 1
300 2 1
301 2 1
302 2 1
308 2 1
310 2 1
311 2 1
319 2 1
321 2 1
325 2 1
333 2 1
336 2 1
359 2 1
373 2 1
377 2 1
387 2 1
396 2 1
406 2 1
409 2 1
419 2 1
420 2 1
438 2 1
446 2 1
447 2 1
452 2 1
453 2 1
473 2 1
503 2 1
505 2 1
509 2 1
516 2 1
523 2 1
525 2 1
526 2 1
530 2 1
540 2 1
541 2 1
552 2 1
564 2 1
573 2 1
585 2 1
588 2 1
607 2 1
612 2 1
623 2 1
656 2 1
670 2 1
681 2 1
689 2 1
694 2 1
695 2 1
698 2 1
704 2 1
709 2 1
710 2 1
712 2 1
713 2 1
716 2 1
717 2 1
721 2 1
722 2 1
724 2 1
725 2 1
730 2 1
738 2 1
750 2 1
809 2 1
810 2 1
827 2 1
831 2 1
844 2 1
858 2 1
859 2 1
862 2 1
863 2 1
864 2 1
885 2 1
886 2 1
890 2 1
917 2 1
960 2 1
962 2 1
970 2 1
972 2 1
980 2 1
984 2 1
989 2 1
990 2 1
993 2 1
995 2 1
1000 2 1
1005 2 1
1016 2 1
1018 2 1
1021 2 1
1031 2 1
1033 2 1
1038 2 1
1040 2 1
1041 2 1
1042 2 1
1045 2 1
1050 2 1
1054 2 1
1090 2 1
1091 2 1
1094 2 1
1112 2 1
1121 2 1
1122 2 1
1127 2 1
1129 2 1
1130 2 1
1133 2 1
1134 2 1
1135 2 1
1136 2 1
1137 2 1
